"StockNo","xVIN","categorie","xAirCleaners","xAirHorns","xAirSeatDriver","xAirSeatPassenger","xAppraisalACV","xAppraisalReference","xAPU","xAtmtcTrctnCntrl","xBlockHeater","xBodyStyle","xBranch","xBranchOrdered","xBuildDate","xBunk","xCA","xCabConfiguration","xCBRadio","xChassisCost","xChromeBumper","xColorExterior","xColorExteriorCode","xCondition","xCustomerID","xCustomerName","xCustStock","xCylinders","xDateInService","xDateReceived","xDaysOnHand","xDepartment","xDriveLine","xDriverSeat","xEngineBrake","xEngineHours","xEngineHP","xEngineManufacturer","xEngineModel","xEngineSN","xEngineTorque","xEstDelMo","xExhaust","xExpectedArrival","xFactoryFET","xFactoryWarranty","xFifthWheel","xFleetVehicleID","xFlooring","xFlooringDate","xFontWheels","xFrame","xFrntAxlMnfctrr","xFrontAxleModel","xFrontAxleSN","xFrontAxleWeight","xFrontBreaks","xFrontSuspension","xFrontTires","xFuelType","xGVWR","xHeatedMirrors","xInteriorClass","xInteriorColor","xInteriorColorCode","xInternalComments","xInventoryCost","xInvoice","xInvoiceDate","xKeyCode1","xKeyCode2","xLeftFuelTank","xLiftAxle","xLiftAxleWeight","xLockers","xLotLocation","xMake","xMiscEquipment","xModel","xOdometer","xOdometerKM_Miles","xOH","xOnHoldFor","xOrderDate","xOurPrice","xPassengerSeat","xPODate","xPONum","xPowerLocks","xPrePaidFreight","xPreviousOwner","xProductClass","xRearAxleFrontModel","xRearAxleFrontSN","xRearAxleRatio","xRearAxleRearModel","xRearAxleRearSN","xRearAxleWeight","xRearBreaks","xRearTires","xRearWheels","xRefrigerator","xRightFuelTank","xRrAxlFrntMnfctrr","xRrAxlRrMnfctrr","xSalesmanOrdered","xSatelliteRadio","xScheduleDate","xSellingStatus","xSleeper","xSleeperType","xSoldDate","xSpeeds","xStatus","xStereo","xSuspensionType","xThumbnail","xTrailerLength","xTrailerType","xTrailerWidth","xTransmission","xTransmissionModel","xTransmissionSN","xTRLAxleType","xTrnsmssnMnfctrr","xType","xVehicleType","xWebComments","xWheelbase","xYear","web_link","Photos"
"NJ1541","NJ1541","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","350","Detroit","DD8","","1050","","","","","","","NJ1541","","","","","","","","16000","","","","","0","","Grain","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","4.33","","","40000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","235","2022","",""
"NJ1542","NJ1542","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","350","Detroit","DD8","","1050","","","","","","","NJ1542","","","","","","","","16000","","","","","0","","Grain","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","4.33","","","40000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","235","2022","",""
"NJ1544","NJ1544","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","350","Cummins","L9","","1050","","","","","","","NJ1544","","","","","","","","16000","","","","","0","","Grain","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","4.33","","","40000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","235","2022","",""
"NJ1545","NJ1545","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","350","Cummins","L9","","1050","","","","","","","NJ1545","","","","","","","","16000","","","","","0","","Grain","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","4.33","","","40000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","235","2022","",""
"NJ7446","NJ7446","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","300EV","Cummins","L9","","860","","","","","","","NJ7446","","","","","","","","13000","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","5.38","","","27000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","184","2022","",""
"ME3697","1FVACYD22MHME3697","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Red","","New","P153","INT NEW TRUCK MD INVENTORY","","","","6/22/2020 12:00:00 AM","294","New","","","","","300 EV","Cummins","L9","","860","","","","","","","ME3697","","","","","","","","12000","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","M2-106","3022.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.38","","","24000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS","","","Allison","Truck","New M2-106","","231","2020","",""
"MS2148","3ALACXFD3MDMS2148","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P153","INT NEW TRUCK MD INVENTORY","","","","9/15/2020 12:00:00 AM","209","New","","","","","250","Cummins","B6.7","","660","","","","","","","MS2148","","","","","","","","12000","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","M2-106","692.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.22","","","21000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","2500 RDS","","","Allison","Truck","New M2-106","","270","2021","",""
"MS5951","3ALACXFD6MDMS5951","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P153","INT NEW TRUCK MD INVENTORY","","","","10/2/2020 12:00:00 AM","192","New","","","","","240","Cummins","B6.7","","560","","","","","","","MS5951","","","","","","","","12000","","","","","0","","Water/Sewer","","","","","","","","","","","","","Brandon","FREIGHTLINER","","M2-106","7.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.86","","","21000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","187","2021","",""
"MS5952","3ALACXFD8MDMS5952","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P153","INT NEW TRUCK MD INVENTORY","","","","10/2/2020 12:00:00 AM","192","New","","","","","240","Cummins","B6.7","","560","","","","","","","MS5952","","","","","","","","12000","","","","","0","","Water/Sewer","","","","","","","","","","","","","Brandon","FREIGHTLINER","","M2-106","6.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.86","","","21000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 RDS Auto","","","Allison","Truck","New M2-106","","187","2021","","https://tstruck.truckcrm.com/JPG/inventory/vehicle/MS5952/MS5952-01.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/MS5952/MS5952-02.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/MS5952/MS5952-03.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/MS5952/MS5952-04.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/MS5952/MS5952-05.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/MS5952/MS5952-06.jpg"
"MS2150","3ALACXFD1MDMS2150","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P153","INT NEW TRUCK MD INVENTORY","","","","11/18/2020 12:00:00 AM","145","New","","","","","250","Cummins","B6.7","","660","","","","","","","MS2150","","","","","","","","12000","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","11.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.22","","","21000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","2500 RDS","","","Allison","Truck","New M2-106","","270","2021","",""
"MS2151","3ALACXFD3MDMS2151","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P153","INT NEW TRUCK MD INVENTORY","","","","11/18/2020 12:00:00 AM","145","New","","","","","250","Cummins","B6.7","","660","","","","","","","MS2151","","","","","","","","12000","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","M2-106","16.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.22","","","21000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","2500 RDS","","","Allison","Truck","New M2-106","","270","2021","",""
"MT4881","3ALDCYFE7MDMT4881","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Red","","New","P153","INT NEW TRUCK MD INVENTORY","","","","12/22/2020 12:00:00 AM","111","New","","","","","330","Cummins","L9","","1000","","","","","","","MT4881","","","","","","","","16000","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","M2-106","4306.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.63","","","30000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","4000 EVS Auto","","","Allison","Truck","New M2-106","","186","2021","",""
"MR3901","3ALACYFE3MDMR3901","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Red","","New","P153","INT NEW TRUCK MD INVENTORY","","","","12/23/2020 12:00:00 AM","110","New","","","","","350 EV","Cummins","L9","","1000","","","","","","","MR3901","","","","","","","","14700","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","M2-106","10.2","Kilometers","","","","0.000000000","","","","","","","Units","","","5.38","","","30000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS Auto","","","Allison","Truck","New M2-106","","257","2021","",""
"MR5144","3ALACYFEXMDMR5144","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Red","","New","P153","INT NEW TRUCK MD INVENTORY","","","","12/23/2020 12:00:00 AM","110","New","","","","","350 EV","Cummins","L9","","1000","","","","","","","MR5144","","","","","","","","12000","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","M2-106","6.0","Kilometers","","","","0.000000000","","","","","","","Units","","","5.38","","","30000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS Auto","","","Allison","Truck","New M2-106","","179","2021","",""
"LT410014","3H3F482C1LT410014","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Galvanized","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","N/A","N/A","N/A","","","","","","","","","LT410014","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","Brandon","HYUNDAI","","FLATBED","","Kilometers","","","","36900.000000000","","","","","","","Units","","","N/A","","","N/A","","295/75R22.5","Steel","","","","","","","","Available","N/A","","","","Available - In Stock","","Tandem Air-Ride","","48'","","102""","","N/A","","Manual Slide/Travel","N/A","Trailer","New Trailers","","49"" Spread / Sliding Tandem Suspension","2020","",""
"LT408007","3H3F532C5LT408007","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","","","","","","","","","","","","LT408007","","","","","","","","","","","","","0","","","","","","","","","","","","","","","Bergen","HYUNDAI","","Flatbed","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","295/75R22.5","Steel","","","","","","","","Available","","","","","Available - In Stock","","Tridem Air-Ride","","53'","","","","","","","","Trailer","New Trailers","","","2020","",""
"LT408009","3H3F532C9LT408009","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","","","","","","","","","","","","LT408009","","","","","","","","","","","","","0","","","","","","","","","","","","","","","Bergen","HYUNDAI","","FLATBED","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","295/75R22.5","Steel","","","","","","","","Available","","","","","Available - In Stock","","Tridem Air-Ride","","53'","","","","","","","","Trailer","New Trailers","","","2020","",""
"LT408012","3H3F532C9LT408012","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","","","","","","","","","","","","LT408012","","","","","","","","","","","","","0","","","","","","","","","","","","","","","Bergen","HYUNDAI","","Flatbed","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","295/75R22.5","Steel","","","","","","","","Available","","","","","Available - In Stock","","Tridem Air-Ride","","53'","","","","","","","","Trailer","New Trailers","","","2020","",""
"LT410015","3H3F482C3LT410015","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Galvanized Steel","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","N/A","N/A","N/A","","","","","","","","","LT410015","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","Brandon","HYUNDAI","","FLATBED","","Kilometers","","","","36900.000000000","","","","","","","Units","","","N/A","","","N/A","","295/75R22.5","Steel","","","","","","","","Available","N/A","","","","Available - In Stock","","Tandem Air-Ride","","48'","","102","","N/A","","Manual Slide/Travel","N/A","Trailer","New Trailers","","49"" Spread Sliding Suspension","2020","",""
"LT410016","3H3F482C5LT410016","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Galvanized","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","N/A","N/A","N/A","","","","","","","","","LT410016","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","Brandon","HYUNDAI","","FLATBED","","Kilometers","","","","36900.000000000","","","","","","","Units","","","N/A","","","N/A","","295/75R22.5","Steel","","","","","","","","Available","N/A","","","","Available - In Stock","","Tandem Air-Ride","","48'","","102""","","N/A","","Manual Slide/Travel","N/A","Trailer","New Trailers","","49"" Spread Sliding Tandem","2020","","https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-01.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-02.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-03.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-04.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-05.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-06.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-07.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-08.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/LT410016/LT410016-09.jpg"
"LT410019","3H3F482C0LT410019","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Galvanized","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","N/A","N/A","N/A","","","","","","","","","LT410019","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","Bergen","HYUNDAI","","FLATBED","","Kilometers","","","","36900.000000000","","","","","","","Units","","","N/A","","","N/A","","295/75R22.5","Steel","","","","","","","","Available","N/A","","","","Available - In Stock","","Tandem Air-Ride","","48'","","102""","","N/A","","Manual Slide/Travel","N/A","Trailer","New Trailers","","N/A","2020","",""
"LT410020","3H3F482C7LT410020","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Galvanized","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","N/A","N/A","N/A","","","","","","","","","LT410020","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","Bergen","HYUNDAI","","FLATBED","","Kilometers","","","","36900.000000000","","","","","","","Units","","","N/A","","","N/A","","295/75R22.5","Steel","","","","","","","","Available","N/A","","","","Available - In Stock","","Tandem Air-Ride","","48'","","102""","","N/A","","Manual Slide/Travel","N/A","Trailer","New Trailers","","N/A","2020","",""
"LT410021","3H3F482C9LT410021","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Galvanized","","New","P78","INT NEW TRAILER INVENTORY","","","","11/5/2020 12:00:00 AM","158","New","","","","","N/A","N/A","N/A","","","","","","","","","LT410021","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","Bergen","HYUNDAI","","FLATBED","","Kilometers","","","","36900.000000000","","","","","","","Units","","","N/A","","","N/A","","295/75R22.5","Steel","","","","","","","","Available","N/A","","","","Available - In Stock","","Tandem Air-Ride","","48'","","102""","","N/A","","Manual Slide/Travel","N/A","Trailer","New Trailers","","N/A","2020","",""
"91615617","TA591615617","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P78","INT NEW TRAILER INVENTORY","","","","1/6/2021 12:00:00 AM","96","New","","","","","","","","","","","","","","","","91615617","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","Carrier","","X4 7300","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Trailer","New Trailers","","","2001","",""
"NL3313","NL3313","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","375","Detroit","DD8","","1050","","","","","","","NL3313","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","5.38","","","27000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS Auto","","","Allison","Truck","New M2-106","","230","2022","",""
"NL1895","NL1895","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","RED","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","360EV","Cummins","L9","","1150","","","","","","","NL1895","","","","","","","","14000","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","5.63","","","27000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS Auto","","","Allison","Truck","New M2-106","","198","2022","",""
"NL1896","NL1896","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","RED","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","360EV","Cummins","L9","","1150","","","","","","","NL1896","","","","","","","","18000","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","5.29","","","44000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS Auto","","","Allison","Truck","New M2-106","","210","2022","",""
"NL3312","NL3312","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","RED","","New","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","350","Detroit","DD8","","1050","","","","","","","NL3312","","","","","","","","16000","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","M2-106","","Kilometers","","","","0.000000000","","","","","","","Units","","","5.63","","","31000","","","","","","","","","","","Available","Chassis","","","","Available - In Stock","","","","","","","","3000 EVS Auto","","","Allison","Truck","New M2-106","","250","2022","",""
"C15979","1FDEE4FK6MDC15979","BUS","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","C15979","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FORD","","Diamond","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - On Order","","","","","","","","","","","","Bus","New Bus","","","2021","",""
"C11403","1FDEE3FK7MDC11403","BUS","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","C11403","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FORD","","Diamond","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - On Order","","","","","","","","","","","","Bus","New Bus","","","2021","",""
"580407A","2C3CDZC97HH580407","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P36","INT FLEET POLICY","","","","11/20/2020 12:00:00 AM","143","Used","","","","","","","","","","","","","","","","580407A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","DODGE","","CHALLENGER","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Car","","","2017","",""
"003023A","1M1AW07Y78N003023","TRK","","","","","","","","","","Cab-Behind-Engine","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Red","","Used","P50","INT USED TRUCK INVENTORY","","","","8/22/2019 12:00:00 AM","599","Used","","","","","485","Mack","CXU 613MR","","1650","","","","","","","003023A","","","","","","","","12000","","","","Diesel","0","","","","","","","","","","","","","","","Brandon","MACK","","CXU 613","1210085.0","Kilometers","","","","29900.000000000","","","","","","","Units","","","4.11","","","46000","","","","","","","","","","","Available","60XT","","","18","Available - In Stock","","","","0","","","","18 SPEED","","","Eaton","Truck","Used Truck","","216","2008","","https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-01.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-02.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-03.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-04.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-05.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-06.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-07.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-08.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-09.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/003023A/003023A-10.jpg"
"GW9720A","1FUJGED52GLGW9720","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Gold","","Used","P50","INT USED TRUCK INVENTORY","","","","8/28/2019 12:00:00 AM","593","Used","","","","","505","Detroit","DD15","","1650","","","","","","","GW9720A","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","Brandon","FREIGHTLINER","","CA125","759093.0","Kilometers","","","","0.000000000","","","","","","","Units","","","3.42","","","40000","","","","","","","","","","","Available","DAY CAB","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","Used Truck","","182","2016","","https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-01.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-02.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-03.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-04.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-05.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-06.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-07.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/GW9720A/GW9720A-08.jpg"
"BT9484A","1FUJGEDR9DLBT9484","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","Used","P50","INT USED TRUCK INVENTORY","","","","10/25/2019 12:00:00 AM","535","Used","","","","","505","Detroit","DD15","","1650","","","","","","","BT9484A","","","","","","","","12500","","","","","0","","","","","","","","","","","","","","","Brandon","FREIGHTLINER","","CA125","557729.0","Kilometers","","","","89900.000000000","","","","","","KHANNA TRANSPORT INC.","Units","","","3.73","","","40000","","","","","","","","","","","Available","DAY CAB","","","","Available - In Stock","","","","","","","","EASTON ULTRA SHIFT","","","Eaton","Truck","Used Truck","","182","2013","",""
"002166A","1M1AW07Y28N002166","TRK","","","","","","","","","","Cab-Behind-Engine","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","Used","P50","INT USED TRUCK INVENTORY","","","","11/5/2019 12:00:00 AM","524","Used","","","","","485","Mack","MP8","","1750","","","","","","","002166A","","","","","","","","13300","","","","Diesel","0","","","","","14' GRAVEL BOX 40"" SIDES 2"" X 10"" TOP BOARDS
LED LIGHTS 14' ELECTRIC TARP CAB PROTECTOR SHOVEL HOLDER PINTLE HITCH","","","","","","","","","","Bergen","MACK","","CXU613","781000.0","Kilometers","","","","94900.000000000","","","","","","","Units","","","3.73","","","46000","","","","","","","","","","","Available","DAY CAB","","","18","Available - In Stock","","","","14' GRAVEL BOX","","","","18 SPEED ULTRA SHIFT","","","Eaton","Truck","Used Truck","","189","2008","","https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-01.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-02.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-03.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-04.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-05.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-06.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-07.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-08.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-09.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-10.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-11.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-12.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-13.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-14.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-15.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-16.jpg;https://tstruck.truckcrm.com/JPG/inventory/vehicle/002166A/002166A-17.jpg"
