"StockNo","xVIN","categorie","xAirCleaners","xAirHorns","xAirSeatDriver","xAirSeatPassenger","xAppraisalACV","xAppraisalReference","xAPU","xAtmtcTrctnCntrl","xBlockHeater","xBodyStyle","xBranch","xBranchOrdered","xBuildDate","xBunk","xCA","xCabConfiguration","xCBRadio","xChassisCost","xChromeBumper","xColorExterior","xColorExteriorCode","xCondition","xCustomerID","xCustomerName","xCustStock","xCylinders","xDateInService","xDateReceived","xDaysOnHand","xDepartment","xDriveLine","xDriverSeat","xEngineBrake","xEngineHours","xEngineHP","xEngineManufacturer","xEngineModel","xEngineSN","xEngineTorque","xEstDelMo","xExhaust","xExpectedArrival","xFactoryFET","xFactoryWarranty","xFifthWheel","xFleetVehicleID","xFlooring","xFlooringDate","xFontWheels","xFrame","xFrntAxlMnfctrr","xFrontAxleModel","xFrontAxleSN","xFrontAxleWeight","xFrontBreaks","xFrontSuspension","xFrontTires","xFuelType","xGVWR","xHeatedMirrors","xInteriorClass","xInteriorColor","xInteriorColorCode","xInternalComments","xInventoryCost","xInvoice","xInvoiceDate","xKeyCode1","xKeyCode2","xLeftFuelTank","xLiftAxle","xLiftAxleWeight","xLockers","xLotLocation","xMake","xMiscEquipment","xModel","xOdometer","xOdometerKM_Miles","xOH","xOnHoldFor","xOrderDate","xOurPrice","xPassengerSeat","xPODate","xPONum","xPowerLocks","xPrePaidFreight","xPreviousOwner","xProductClass","xRearAxleFrontModel","xRearAxleFrontSN","xRearAxleRatio","xRearAxleRearModel","xRearAxleRearSN","xRearAxleWeight","xRearBreaks","xRearTires","xRearWheels","xRefrigerator","xRightFuelTank","xRrAxlFrntMnfctrr","xRrAxlRrMnfctrr","xSalesmanOrdered","xSatelliteRadio","xScheduleDate","xSellingStatus","xSleeper","xSleeperType","xSoldDate","xSpeeds","xStatus","xStereo","xSuspensionType","xThumbnail","xTrailerLength","xTrailerType","xTrailerWidth","xTransmission","xTransmissionModel","xTransmissionSN","xTRLAxleType","xTrnsmssnMnfctrr","xType","xVehicleType","xWebComments","xWheelbase","xYear","web_link","Photos"
"MW5111","MW5111","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5111","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5112","MW5112","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5112","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5113","MW5113","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5113","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5114","MW5114","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5114","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5115","MW5115","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5115","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5116","MW5116","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5116","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5117","MW5117","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5117","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5118","MW5118","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5118","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5119","MW5119","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5119","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5120","MW5120","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5120","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5121","MW5121","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5121","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5122","MW5122","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5122","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5123","MW5123","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5123","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5124","MW5124","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5124","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5125","MW5125","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5125","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5126","MW5126","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5126","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"MW5127","MW5127","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5127","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5128","MW5128","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5128","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5129","MW5129","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5129","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5130","MW5130","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5130","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5131","MW5131","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5131","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5132","MW5132","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5132","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5133","MW5133","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5133","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5134","MW5134","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5134","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5135","MW5135","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5135","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5136","MW5136","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5136","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5137","MW5137","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5137","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5138","MW5138","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5138","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5139","MW5139","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5139","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5140","MW5140","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5140","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5141","MW5141","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","455","Detroit","DD15 GEN 5","","1750","","","","","","","MW5141","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5142","MW5142","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5142","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5143","MW5143","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5143","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5144","MW5144","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5144","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5145","MW5145","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5145","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5146","MW5146","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5146","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5147","MW5147","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5147","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5148","MW5148","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5148","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5149","MW5149","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5149","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5150","MW5150","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","Orange","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5150","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5151","MW5151","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1650","","","","","","","MW5151","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","2.85","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","227","2022","",""
"MW5152","MW5152","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5152","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5153","MW5153","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5153","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5154","MW5154","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5154","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5155","MW5155","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5155","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5156","MW5156","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5156","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
"MW5157","MW5157","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5157","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.08","","","40000","","","","","","","","","","","Available","72RR","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","229","2022","",""
